"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=M&datecode=202111&tab=overview&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Wed Mar 23 2022 10:36:44 GMT-0400 (Eastern Daylight Saving Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"Allergan",63609,"CA","Commercial Non-CHP","BA","MWH","Batteries"
"Alliance Refinery",52031,"LA","Industrial Non-CHP","OT, ST","OG","Other Gases"
"Alliant Energy Neenah",55135,"WI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Alliant SBD 8601 Quad Graphics",54720,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBD 8602 Marion Sub",54716,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBD 9106 Rockwell CR",54717,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBD 9107 JBS USA",54715,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBD 9201 Norplex",54712,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBD 9203 Profol",54719,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBD 9205 A Y McDonald",54710,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBD 9206 Donaldson",54718,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBD 9301 Prairie Farms",54735,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBD 9302 Aegon NP",54967,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBD 9403 Aegon DC",54929,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBD 9502 Eaton",54968,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBD0201 Ingredion",55996,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Alliant SBG 9802 Toyota",56073,"IA","IPP Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Allied Beverages Elizabeth",63353,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Allis Medina Solar LLC CSG",63129,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Allison Creek Hydro",58982,"AK","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Allium Community Solar Garden, LLC",63304,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Almond Power Plant",7315,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Aloha Solar Energy Fund 1 PK1",58659,"HI","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Alpaca",58813,"PA","IPP Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Alpaugh 50",58003,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Alpaugh North",58002,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Alpena Cement Plant",50305,"MI","Industrial CHP","ST","PC","Petroleum Coke"
"Alpha Ridge LFG",58252,"MD","IPP Non-CHP","IC","LFG","Landfill Gas"
"Alpha Value Solar",62054,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Alpine Power Plant",59926,"MI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Alpine Solar",57295,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Alsey",7818,"IL","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Alta Luna",60258,"NM","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Alta Mesa Repower LLC",54650,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Alta Municipal Utilities",1121,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Alta Powerhouse",214,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Alta Wind Energy Center I",57282,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Alta Wind Energy Center II",57291,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Alta Wind Energy Center III",57292,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Alta Wind Energy Center IV",57293,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Alta Wind Energy Center V",57294,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Alta Wind VIII",57835,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Alta Wind X",58394,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Alta Wind XI",58395,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"AltaGas Ripon Energy Inc.",50299,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Altair Community Solar Garden",61645,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Altamont",7990,"IL","Electric Utility","IC","DFO","Petroleum Liquids"
"Altamont Gas Recovery",50571,"CA","IPP Non-CHP","GT","LFG","Landfill Gas"
"Altamonte Mall",63254,"FL","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Altavista Power Station",10773,"VA","Electric Utility","ST","WDS","Wood/Wood Waste Biomass"
"Altavista Solar",64019,"VA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Altice - Hicksville",65212,"NY","IPP Non-CHP","FC","NG","Other Natural Gas"
"Altice - Parsippany",65213,"NJ","IPP Non-CHP","FC","NG","Other Natural Gas"
"Alticor Inc - Solar Project",63303,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Alton Road Solar",64723,"RI","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Altona",56901,"NY","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Alvin",64293,"TX","IPP Non-CHP","BA","MWH","Batteries"
"Amadeus Wind Farm",62142,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Amalgamated Sugar LLC Nampa",54690,"ID","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Amalgamated Sugar Twin Falls",10504,"ID","Industrial CHP","ST","BIT, NG","Multiple"
"Amana Society Service Company",61850,"IA","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Amaterasu LLC",64000,"MA","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"Amazon",58357,"NJ","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Amazon - Patterson PV",61377,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Amazon BDL3 Solar Project",63537,"CT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Amazon DEN2 Solar Project",63536,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Amazon Denver DEN3",62877,"CO","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Amazon JFK8 Solar Project",64351,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Amazon MDW6 Solar Project",64610,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Amazon Maryland DCA1",62876,"MD","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Amazon PSP1",64751,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Amazon San Bernardino",59800,"CA","IPP Non-CHP","FC","NG","Other Natural Gas"
"Ambler",60243,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Amedee Geothermal Venture I",50964,"CA","IPP Non-CHP","ST","GEO","Geothermal"
"Amelia",56681,"VA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Butte County",57771,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Chicopee Energy",56426,"MA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Chiquita Canyon",56898,"CA","IPP Non-CHP","GT","LFG","Landfill Gas"
"Ameresco Dallas LLC",58946,"TX","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Delaware Central",56430,"DE","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Delaware South",56429,"DE","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Forward",58437,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Janesville",56427,"WI","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Jefferson City",56896,"MO","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Johnson Canyon",58397,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Keller Canyon",56897,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Ox Mountain",56895,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco San Joaquin",58436,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Santa Cruz Energy",56428,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Stafford",56894,"VA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Ameresco Vasco Road",58435,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"American Canyon Solar",62687,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"American Crystal Sugar Crookston",54212,"MN","Industrial CHP","ST","SUB","Conventional Steam Coal"
"American Crystal Sugar Drayton",54213,"ND","Industrial CHP","ST","SUB","Conventional Steam Coal"
"American Crystal Sugar East Grand Forks",54214,"MN","Industrial CHP","ST","SUB","Conventional Steam Coal"
"American Crystal Sugar Hillsboro",54210,"ND","Industrial CHP","ST","SUB","Conventional Steam Coal"
"American Crystal Sugar Moorhead",54211,"MN","Industrial CHP","ST","SUB","Conventional Steam Coal"
"American Falls",809,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"American Falls Solar",60011,"ID","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"American Falls Solar II",60012,"ID","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"American Goldfinch SCS ACY2 NJ, LLC",64360,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"American Gypsum Cogeneration",54630,"CO","Industrial CHP","GT, IC","DFO, NG","Multiple"
"American Kings Solar, LLC",60777,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"American Legion PV 1",59516,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Ames Electric Services Power Plant",1122,"IA","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Ames GT",6463,"IA","Electric Utility","GT","DFO","Petroleum Liquids"
"Ames Hydro",6207,"CO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Amethyst Solar",58730,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Amherst College Co Gen",58185,"MA","Commercial CHP","GT, ST","NG","Multiple"
"Amistad Dam & Power",6128,"TX","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Amoskeag",2354,"NH","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Ampersand Chowchilla Biomass LLC",56706,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Amphitheater High School Solar",60684,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Amsterdam North",61904,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Amsterdam South",61905,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Anacacho Wind Farm, LLC",58000,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Anadarko",2945,"OH","Electric Utility","IC","DFO","Petroleum Liquids"
"Anadarko Plant",3006,"OK","Electric Utility","CS, GT, ST","NG","Multiple"
"Anaheim Solar Energy Plant",59416,"CA","Electric Utility","PV","SUN","Solar Photovoltaic"
"Anchor Flats Apartments",65097,"WA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Anchor Wind, LLC",58044,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Anchorage 1",75,"AK","Electric Utility","GT, IC","DFO, NG","Multiple"
"Anclote",8048,"FL","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Anderson",7336,"IN","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Anderson (SC)",64409,"SC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Anderson 4",64248,"IN","Electric Utility","PV","SUN","Solar Photovoltaic"
"Anderson 5",64245,"IN","Electric Utility","PV","SUN","Solar Photovoltaic"
"Anderson Erickson",56138,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Anderson Farm LLC",59115,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Anderson Ranch",6395,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Anderson Regional Landfill",56121,"SC","Electric Utility","IC","LFG","Landfill Gas"
"Anderson Wind I",58939,"NM","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Anderson Wind II",58940,"NM","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Andrew Solar",59497,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Andromeda Community Solar",61181,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Androscoggin Energy Center",55031,"ME","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Androscoggin Mill",54085,"ME","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Angel Solar",58731,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Angels",215,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Angier Farm",58867,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Angleton",64295,"TX","IPP Non-CHP","BA","MWH","Batteries"
"Angola Solar, LLC",64500,"MI","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Angoon",7462,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Angus Anson",7237,"SD","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Anheuser-Busch #2",59331,"CA","Industrial Non-CHP","WT","WND","Onshore Wind Turbine"
"Anheuser-Busch Baldwinsville",61575,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Anheuser-Busch Jacksonville",10431,"FL","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Anheuser-Busch St Louis",10430,"MO","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Aniak",7182,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Anita",1123,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Annandale Solar",60520,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Annapolis Solar Park, LLC",60681,"MD","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Anne Arundel County Public Schools",62407,"MD","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Annese Solar Project Hybrid CSG",63474,"MA","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"Annex Creek",62,"AK","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Anoka BESS",62908,"MN","IPP Non-CHP","BA","MWH","Batteries"
"Anoka County MN CONX",62061,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Ansley",2214,"NE","Electric Utility","IC","DFO, NG","Multiple"
"Anson Abenaki Hydros",10186,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Anson County Generation Facility",56249,"NC","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Antanavica Solar",61526,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Antares Community Solar",61176,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Antares-GRE 314 East Lyme LLC",59495,"CT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Antelope Big Sky Ranch",60279,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Antelope DSR 1",60186,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Antelope DSR 2",60187,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Antelope DSR 3",61265,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Antelope Expansion 2",61264,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Antelope Expansion 3A",62673,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Antelope Expansion 3B",62674,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Antelope Station",57865,"TX","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Antelope Valley",6469,"ND","Electric Utility","ST","RC","Conventional Steam Coal"
"Anthony",1258,"KS","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Anthony Wayne Solar #1",59489,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Antlia Community Solar",60937,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Antrim Wind",59953,"NH","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Apache Solar 1",60964,"AZ","Electric Utility","PV","SUN","Solar Photovoltaic"
"Apache Station",160,"AZ","Electric Utility","GT, ST","NG, SUB","Multiple"
"Apalachia",3394,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Apalachicola",64565,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Apex Generating Station",55514,"NV","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Apex Solar PV Power Project",58489,"NV","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Apple Blossom Wind Farm",58690,"MI","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Apple Campus 2 Fuel Cell",59557,"CA","Industrial Non-CHP","FC","LFG","Landfill Gas"
"Apple Campus 2 PV",59473,"CA","Industrial Non-CHP","PV","SUN","Solar Photovoltaic"
"Apple Canyon Lake Solar",64040,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Apple Data Center - Fuel Cell 1&2",58264,"NC","Commercial Non-CHP","FC","LFG","Landfill Gas"
"Apple Data Center - PV2",58701,"NC","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Apple Data Center PV",57994,"NC","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Apple Data Center PV3",59474,"NC","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Apple One",58828,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Apple River",6231,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Appleton",4043,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Aqua Ingrams Mill",57280,"PA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Aquamarine",62547,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Aquarius Community Solar",61710,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Aquila Community Solar",61704,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Aragonne Wind LLC",56336,"NM","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Arapahoe 3 Community Solar Array",60724,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arapahoe Combustion Turbine Project",55200,"CO","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Ararat Rock Solar, LLC",58492,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arba Solar, LLC",58801,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arbor Hill Wind Farm",62132,"IA","Electric Utility","WT","WND","Onshore Wind Turbine"
"Arbora Court Apartments",65096,"WA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arborgate Solar",62623,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arbuckle Mountain Wind Farm LLC",59234,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Arcadia Electric",4100,"WI","Electric Utility","IC","DFO, NG","Multiple"
"Arcadia Solar",62744,"WI","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arcanum",2902,"OH","Electric Utility","IC","DFO","Petroleum Liquids"
"Arcanum Peaking",7781,"OH","Electric Utility","IC","DFO","Petroleum Liquids"
"ArcelorMittal Burns Harbor",10245,"IN","Industrial CHP","ST","BFG","Other Gases"
"ArcelorMittal Indiana Harbor West",10397,"IN","Industrial CHP","ST","BFG","Other Gases"
"ArcelorMittal Warren",54207,"OH","Industrial CHP","ST","OG","Other Gases"
"Arcelormittal Cleveland Inc",10398,"OH","Industrial CHP","ST","BFG","Other Gases"
"Archbald Power Station",50279,"PA","IPP Non-CHP","GT, ST","LFG, NG","Multiple"
"Archdiocese of Baltimore J",60662,"MD","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Archdiocese of Baltimore L",60663,"MD","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Archer Daniels Midland Cedar Rapids",10864,"IA","Industrial CHP","GT, ST","NG, SUB","Multiple"
"Archer Daniels Midland Clinton",10860,"IA","Industrial CHP","ST","SUB","Conventional Steam Coal"
"Archer Daniels Midland Columbus",57046,"NE","Industrial CHP","ST","SUB","Conventional Steam Coal"
"Archer Daniels Midland Decatur",10865,"IL","Industrial CHP","ST","BIT","Conventional Steam Coal"
"Archer Daniels Midland Des Moines",10861,"IA","Industrial CHP","ST","SUB","Conventional Steam Coal"
"Archer Daniels Midland Lincoln",10862,"NE","Industrial CHP","ST","SUB","Conventional Steam Coal"
"Archer Daniels Midland Mankato",10863,"MN","Industrial CHP","ST","SUB","Conventional Steam Coal"
"Archer Daniels Midland Peoria",10866,"IL","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Archer Daniels Midland Southport",54316,"NC","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Argo Navis Community Solar",61183,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Argonne National Laboratory CHP",60742,"IL","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Argus Cogen Plant",10684,"CA","Industrial CHP","ST","RC","Conventional Steam Coal"
"Argyle",7810,"WI","Electric Utility","HY, IC","DFO, WAT","Multiple"
"Aries Community Solar",60938,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arizona State University CHP",58199,"AZ","Commercial CHP","CS, GT","NG","Multiple"
"Arizona Western College PV",57765,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arkalon Ethanol LLC",58192,"KS","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Arkansas Nuclear One",8055,"AR","Electric Utility","ST","NUC","Nuclear"
"Arkwright Summit Wind Farm LLC",61673,"NY","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Arlington Microgrid",64446,"WA","Electric Utility","BA, PV","MWH, SUN","Multiple"
"Arlington Outlet Hydroelectric Generator",61355,"TX","Commercial Non-CHP","HY","WAT","Conventional Hydroelectric"
"Arlington Valley Energy Facility",55282,"AZ","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Arlington Valley Solar Energy II",57680,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arlington Wind Power Project",56855,"OR","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Armadillo Flats Wind Project, LLC",61926,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Armenia Mountain Wind Farm",57044,"PA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Armstrong",55347,"PA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Armstrong Solar",61138,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arndt Farm",58315,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arnold",2216,"NE","Electric Utility","IC","DFO","Petroleum Liquids"
"Arnold Cochran",64569,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arpin Dam",3995,"WI","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Arrache 4006",58445,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arrache 4013",58446,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arrache 8083",58447,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arrowrock Hydroelectric Project",56997,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Arsenal Hill",1416,"LA","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Arthur Kill Generating Station",2490,"NY","IPP Non-CHP","GT, ST","NG","Multiple"
"Arthur Solar, LLC",62136,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Arthur Von Rosenberg",7512,"TX","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Arvada",8028,"WY","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Arvah B Hopkins",688,"FL","Electric Utility","CA, CT, GT, IC","NG","Multiple"
