data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8898154,804,UKR52590,52590,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Chernihiv,Koriukivskyi,Menska,Mena,51.5217,32.2157,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, there was a clash between the Russian military forces and the Ukrainian military forces near Mena, Chernihiv. Casualties are unknown.",0,1646783636,UKR
8898155,804,UKR52600,52600,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kharkiv,Bohodukhivskyi,Bohodukhivska,Bohodukhiv,50.1647,35.5277,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, there was a clash between the Ukrainian military forces and the Russian military forces near Bohodukhiv, Kharkiv. The Ukrainian forces stopped the advancement of the Russian forces. Casualties are unknown.",0,1646783636,UKR
8898156,804,UKR52608,52608,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kharkiv,Lozivskyi,Lozivska,Lozova,48.8894,36.3176,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, the Russian military forces attempted an offensive operation against the Ukrainian military forces near Lozova, Kharkiv. Casualties unknown.",0,1646783636,UKR
8898164,804,UKR52602,52602,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kharkiv,Chuguivskyi,Chuhuivska,Chuhuiv,49.8359,36.688,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, there was a clash between the Ukrainian military forces and the Russian military forces near Chuhuiv, Kharkiv. The Ukrainian forces stopped the advancement of the Russian forces. Casualties are unknown.",0,1646783636,UKR
8898167,804,UKR52591,52591,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Chernihiv,Nizhynskyi,Nizhynska,Nizhyn,51.048,31.8869,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, the Russian military forces attempted an offensive operation against the Ukrainian military forces in the direction of Nizhyn, Chernihiv. Casualties unknown.",0,1646783636,UKR
8898168,804,UKR52623,52623,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Vyshhorodskyi,Dymerska,Kozarovychi,50.7559,30.3514,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, the Russian military forces attempted an offensive operation against the Ukrainian military forces near Kozarovychi, Kyiv. Casualties unknown.",0,1646783636,UKR
8898171,804,UKR52592,52592,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Chernihiv,Prylutskyi,Prylutska,Pryluky,50.5932,32.3876,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, the Russian military forces attempted an offensive operation against the Ukrainian military forces in the direction of Pryluky, Chernihiv. Casualties unknown.",0,1646783636,UKR
8898174,804,UKR52624,52624,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Vyshhorodskyi,Vyshhorodska,Vyshhorod,50.5848,30.4898,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, the Russian military forces attempted an offensive operation against the Ukrainian military forces near Vyshhorod, Kyiv. Casualties unknown.",0,1646783636,UKR
8898176,804,UKR52621,52621,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Obukhivskyi,Obukhivska,Obukhiv,50.1069,30.6185,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, the Russian military forces attempted an offensive operation against the Ukrainian military forces near Obukhiv, Kyiv. Casualties unknown.",0,1646783636,UKR
8898179,804,UKR52589,52589,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Chernihiv,Chernihivskyi,Liubetska,Liubech,51.7,30.6599,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, there was a clash between the Russian military forces and the Ukrainian military forces near Liubech, Chernihiv. Casualties are unknown.",0,1646783636,UKR
8898180,804,UKR52601,52601,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kharkiv,Bohodukhivskyi,Zolochivska,Zolochiv,50.2799,35.9818,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, the Russian military forces carried out offensive operations against the Ukrainian military forces near Zolochiv, Kharkiv. Casualties unknown.",0,1646783636,UKR
8898182,804,UKR52619,52619,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Fastivskyi,Fastivska,Fastiv,50.0767,29.9177,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, the Russian military forces attempted an offensive operation against the Ukrainian military forces near Fastiv, Kyiv. Casualties unknown.",0,1646783636,UKR
8898185,804,UKR52622,52622,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Kyiv,Obukhivskyi,Ukrainska,Ukrainka,50.1532,30.7425,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, there was a clash between the Ukrainian military forces and the Russian military forces near Ukrainka, Kyiv. The Russian forces carried out defensive operations. Casualties are unknown.",0,1646783636,UKR
8898190,804,UKR52627,52627,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Luhansk,Shchastynskyi,Novoaidarska,Novoaidar,48.9672,39.0028,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, there was an armed clash between the Russian military forces and the Ukrainian military forces near Novoaidar, Luhansk. Casualties unknown.",0,1646783636,UKR
8898193,804,UKR52633,52633,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Konstantinovskaya,Balovne,47.052,31.884,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, the Ukrainian military forces destroyed a small group of paratroopers that landed near Balovne, Mykolaiv. Unspecified casualties coded as 3.",3,1646783636,UKR
8898198,804,UKR52607,52607,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kharkiv,Kupianskyi,Shevchenkivska,Shevchenkove,49.6959,37.1735,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, there was a clash between the Ukrainian military forces and the Russian military forces near Shevchenkove, Kharkiv. The Ukrainian forces stopped the advancement of the Russian forces. Casualties are unknown.",0,1646783636,UKR
8898199,804,UKR52646,52646,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Zaporizhia,Berdianskyi,Prymorska,Prymorsk,46.7348,36.3443,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, the Ukrainian military forces carried out defensive operations during the attack of the Russian military forces near Prymorsk, Zaporizhia. Casualties unknown.",0,1646783636,UKR
8898203,804,UKR52662,52662,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Zhytomyr,Korostenskyi,Slovechanska,Bihun,51.3963,28.2792,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, there was a clash between the Ukrainian military forces and the Russian military forces near Bihun, Zhytomyr. The Russian forces carried out defensive operations. Casualties are unknown.",0,1646783636,UKR
8898206,804,UKR52661,52661,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Zhytomyr,Korostenskyi,Ovrutska,Ovruch,51.3246,28.8035,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, there was a clash between the Ukrainian military forces and the Russian military forces near Ovruch, Zhytomyr. The Russian forces carried out defensive operations. Casualties are unknown.",0,1646783636,UKR
8898210,804,UKR52660,52660,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Zhytomyr,Korostenskyi,Malinska,Riznia,50.8168,29.3397,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, there was a clash between the Ukrainian military forces and the Russian military forces near Riznia, Zhytomyr. The Russian forces carried out defensive operations. Casualties are unknown.",0,1646783636,UKR
8898211,804,UKR52617,52617,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,Europe,Ukraine,Kyiv,Buchanskyi,Irpinska,Irpin,50.5218,30.2506,1,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, the Ukrainian military forces shot down Russian Su-30 aircraft in Irpin, Kyiv. It is not known what happened to the pilots.",0,1646783636,UKR
8898213,804,UKR52659,52659,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Zhytomyr,Korostenskyi,Malinska,Pyrizhky,50.829,29.2202,2,"Ministry of Defence of Ukraine",Other,"On 3 March 2022, there was a clash between the Ukrainian military forces and the Russian military forces near Pyrizhky, Zhytomyr. The Russian forces carried out defensive operations. Casualties are unknown.",0,1646783636,UKR
8898215,804,UKR52620,52620,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Kyiv,Fastivskyi,Hatnenska,Hatne,50.3587,30.3956,1,"Novoye Vremya Ukraine",National,"On 3 March 2022, the Russian military forces shelled Hatne, Kyiv. Casualties unknown.",0,1646783636,UKR
8898231,804,UKR52593,52593,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Pokrovske,48.6284,38.1311,1,"Novoye Vremya Ukraine",National,"On 3 March 2022, the Russian military forces shelled Pokrovske, Donetsk, with cluster rockets of the Tornado-S multiple launch rocket system. Casualties unknown.",0,1646783636,UKR
8898234,804,UKR52639,52639,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Odesa,Bilhorod-Dnistrovskyi,Karolino-Buhazka,Zatoka,46.0725,30.4653,1,"Novoye Vremya Ukraine",National,"On 3 March 2022, the Russian military forces shelled Zatoka, Odesa. There were no casualties.",0,1646783636,UKR
8898248,804,UKR52587,52587,"03 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Chernihiv,Chernihivskyi,Chepnigivska,Chernihiv,51.5055,31.2849,1,Segodnya,National,"On 3 March 2022, the Russian military forces launched an airstrike in the city of Chernihiv, Ukraine. Civilian infrastructures were hit as well as the 'Astra Plant', which stores petroleum products, as a result of which fire broke out. 47 civilians were killed.",47,1646783636,UKR
8898255,804,UKR52610,52610,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Kherson,Khersonskyi,Chornobaivska,Chornobaivka,46.6974,32.5526,1,Segodnya,National,"On 3 March 2022, the Russian military forces shelled Chornobaivka village, Kherson. Casualties unknown.",0,1646783636,UKR
8898256,804,UKR52613,52613,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kyiv,Buchanskyi,Borodianska,Borodianka,50.6448,29.9201,1,Segodnya,National,"On 3 March 2022, the Russian military forces shelled Borodianka, Kyiv. Dozens of people are suspected to be trapped under the debris of destroyed residential buildings. Unknown casualties.",0,1646783636,UKR
8898258,804,UKR52638,52638,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Odesa,Bilhorod-Dnistrovskyi,Bilhorod-Dnistrovska,Bilenke,46.0504,30.3638,1,Segodnya,National,"On 3 March 2022, the Russian military forces shelled Bilenke, Odesa twice in one day. Casualties are unknown.",0,1646783636,UKR
8898259,804,UKR52611,52611,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,1,Segodnya,National,"On 3 March 2022, multiple clashes took place between the Russian military forces and the Ukrainian military forces in various locations in Kherson, Ukraine. The Ukrainian military forces regained control of the Airport while the Russian military forces gained control of the Television Tower. Moreover, the Russian forces shelled the city with heavy weapons causing two powerful explosions. Casualties unknown.",0,1646783636,UKR
8898260,804,UKR52599,52599,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,Europe,Ukraine,Donetsk,Volnovaskyi,Volnovaska,Volnovakha,47.601,37.4967,2,Segodnya,National,"On 3 March 2022, the Ukrainian military forces shot down a Russian Su-34 plane near Volnovakha, Donetsk. It is not known what happened to the pilots.",0,1646783636,UKR
8898261,804,UKR52647,52647,"03 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,1,Segodnya,National,"On 3 March 2022, around 1000 residents of Melitopol protested in Melitopol, Zaporizhia, calling against the Russian occupation of the city and the Russian aggression in Ukraine. [size=around 1000]",0,1646783636,UKR
8898264,804,UKR52603,52603,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Balakliia,49.4606,36.8527,1,Segodnya,National,"On 3 March 2022, the Russian military forces clashed with the Ukrainian forces in Balakliia, Kharkiv. Casualties unknown.",0,1646783636,UKR
8898270,804,UKR52643,52643,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Sumy,Sumskyi,Lebedynska,"Moskovskyi Bobryk",50.4221,34.3497,1,Segodnya,National,"On 3 March 2022, the Ukrainian military forces bombed a military convoy of the Russian military forces in Moskovskyi Bobryk, Sumy. Casualties are unknown.",0,1646783636,UKR
8898272,804,UKR52625,52625,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,Segodnya,National,"On 3 March 2022, the Russian military forces shelled Kyiv, Ukraine, throughout the whole day. Casualties unknown.",0,1646783636,UKR
8898274,804,UKR52642,52642,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Sumy,Okhtyrskyi,Okhtyrska,Okhtyrka,50.3104,34.8988,1,Segodnya,National,"On 3 March 2022, the Russian military forces clashed with the Ukrainian military forces in Okhtyrka, Sumy. The Russian military forces also launched an airstrike on Okhtyrka. Several buildings were destroyed including a railway station and thermal power plant. At least 2 civilians were killed.",2,1646783636,UKR
8898276,804,UKR52612,52612,"03 March 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Kyiv,Brovarskyi,Baryshivska,Baryshivka,50.361,31.3217,1,Segodnya,National,"On 3 March 2022, the Ukrainian military forces blew up a bridge in Baryshivka, Kyiv in order to stop the movement of the Russian military convoy. One tank blew up with the bridge.",0,1646783636,UKR
8898279,804,UKR52640,52640,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,Europe,Ukraine,Odesa,Bilhorod-Dnistrovskyi,Karolino-Buhazka,Zatoka,46.0725,30.4653,2,Segodnya,National,"On 3 March 2022, the Ukrainian military forces shot down a Russian military plane near Zatoka village, Odesa. The pilot ejected from the plane before it crashed.",0,1646783636,UKR
8898282,804,UKR52663,52663,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Zhytomyr,Zhytomyrskyi,Popilnianska,Popilnya,49.9647,29.4481,2,"Stop Corruption",National,"On 3 March 2022, a column of nine tanks of the Russian military forces in Popilnya, Zhytomyr, shot at civilians in the nearby villages. Casualties unknown.",0,1646783636,UKR
8898303,804,UKR52629,52629,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Luhansk,Sievierodonetskyi,Popasnianska,Popasna,48.6333,38.378,1,"Suspilne Media",National,"On 3 March 2022, the Russian military forces shelled from Grad rocket launchers the civilian infrastructures in Popasna, Luhansk. Two people were killed and six were injured.",2,1646783636,UKR
8907740,804,UKR52760,52760,"03 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kharkiv,Kharkivskyi,Merefianska,Yakovlivka,49.8271,36.1387,1,"24 Channel",National,"On 3 March 2022, Russian military forces carried out an air attack on the village of Yakovlivka, Kharkiv. As a result, all residential buildings in the village were destroyed. Four civilians were killed, 14 were wounded.",4,1647376820,UKR
8914704,804,UKR53537,53537,"03 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)","Health Workers (Ukraine)",1,18,Europe,Ukraine,Zaporizhia,Berdianskyi,Osypenkivska,"Chervone Pole",47.0301,37.0643,3,"24 Channel",National,"On 3 March 2022, Russian forces clashed with Ukrainian forces in the area between the Zaporizhia region and the Donetsk region [coded to Chervone Pole, Zaporizhia]. A Ukrainian military medic was killed. Further casualties unknown.",1,1647984301,UKR
8914807,804,UKR53612,53612,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Verkhnyotoretske,48.2138,37.8797,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Verkhnyotoretske, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914812,804,UKR53606,53606,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Panteleimonivka,48.2071,37.9729,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Panteleimonivka, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914813,804,UKR53596,53596,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Bairak,48.3162,38.132,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Bairak, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914814,804,UKR53609,53609,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,"Shyroka Balka",48.3034,37.9305,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Shyroka Balka, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914818,804,UKR53614,53614,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Bakhmutskyi,Svitlodarska,Zaitseve,48.4292,38.0094,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled the south part of Zaitseve, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914819,804,UKR53602,53602,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Donetskyi,Makeyevka,Makiivka,48.0464,37.9693,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Makiivka, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914821,804,UKR53611,53611,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Vasylivka,48.1716,37.8597,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Vasylivka, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914825,804,UKR53601,53601,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Holmivskyi,48.4046,38.0817,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Holmivskyi, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914826,804,UKR53599,53599,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk,48.015,37.8014,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Donetsk city. Casualties unknown.",0,1647984301,UKR
8914827,804,UKR53608,53608,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,"Shakhta imeni Lenina",48.3238,38.0069,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Shakhta imeni Lenina, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914831,804,UKR53603,53603,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Oleksandrivka,47.9225,37.571,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Oleksandrivka, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914837,804,UKR53605,53605,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Ozeryanivka,48.2737,37.9725,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Ozeryanivka, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914838,804,UKR53598,53598,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Kalmiuskyi,Dokuchaievska,Dokuchaevsk,47.7492,37.6777,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Dokuchaevsk, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914840,804,UKR53610,53610,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Staromykhaylivka,47.9914,37.586,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Staromykhaylivka, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914842,804,UKR53604,53604,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Kalmiuskyi,Dokuchaievska,Olenivka,47.8281,37.6605,1,"DPR Armed Forces Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Olenivka, Donetsk region. Casualties unknown.",0,1647984301,UKR
8914963,804,UKR53600,53600,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Donetskyi,48.6963,38.6738,1,"LPR People's Militia Press Service",Other,"On 3 March 2022, Ukrainian forces shelled with 82mm caliber mortars at Donetskyi, Luhansk. Casualties unknown.",0,1647984302,UKR
8914970,804,UKR53615,53615,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Sievierodonetskyi,Hirska,Zolote-5,48.6719,38.56,1,"LPR People's Militia Press Service",Other,"On 3 March 2022, Ukrainian forces from Zolote-4 fired 120mm mortars and BM-21 Grad at Zolote-5, Luhansk, as a result of which 330 kV high voltage line was damaged in Zolote-5. Two apartment buildings were damaged. Casualties unknown.",0,1647984302,UKR
8914975,804,UKR53607,53607,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Pervomaisk,48.6295,38.549,1,"LPR People's Militia Press Service",Other,"On 3 March 2022, Ukrainian forces from Katerynivka fired 120mm mortars at Pervomaisk, Luhansk, as a result of which civilian infrastructures were damaged in Pervomaisk. Casualties unknown.",0,1647984302,UKR
8914980,804,UKR53597,53597,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Berezivske,48.6712,38.6027,1,"LPR People's Militia Press Service",Other,"On 3 March 2022, Ukrainian forces shelled Berezivske, Luhansk from their positions in Novotoshkivske, Luhansk with 120mm caliber mortar as a result of which civilian infrastructures were damaged. Casualties unknown.",0,1647984302,UKR
8914984,804,UKR53613,53613,"03 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Veselogorovka,48.4733,38.457,2,"LPR People's Militia Press Service",Other,"On 3 March 2022, Ukrainian forces fired BM-21 Grad missiles in the direction of Veselogorovka, Luhansk from their positions in Troitske, Luhansk. Casualties unknown.",0,1647984302,UKR
